question,class
J’aimerais savoir : Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
"Combien de crédits faut-il pour se spécialiser en Infrmatique , pour aujourd’hui ?",formation
J’aimerais savoir : Que se passe-t-il en cas de triche à un examen ?,reglement
Où soumettre la demande de carte étudiante ?,procedure_administrative
Quand a lieu le prochain cours de biologie cellulaire ?,emploi_du_temps
Où consulter le code de conduite des étudiants ?,reglement
Pourriez-vous me dire : Y a-t-il un règlement spécifique pour les stages ?,reglement
Combien d’absences sont autorisées avant une sanction  ??,reglement
Quand a lieu le prochain cours de littérature moderne ?,emploi_du_temps
"Bonsoir, Où déposer mon dossier pour payer mes frais de scolarité ?",procedure_administrative
"Pardon, Comment me connecte rau portail étudiant de l’université ?",service_campus
J’aimerais savoir quand se déroule le cours de littérature moderne. ?,emploi_du_temps
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
"Bonsoir, J’aimerais savoir : Quels documents sont requis pour un changement de parcours ?",procedure_administrative
Où soumettre la demande de carte étudiante ?,procedure_administrative
"Quels sont les horaires d’ouverture de la centre de santé , pour la semaine prochaine  !?",service_campus
"Puis-je réserver une salle de travail ou un terrain de sport , c’est urgent ?",service_campus
Petite question : est-il possible de savoir existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
"S'il vous plaît, Quelle est la date limite pour l’abandon d’une UE ?",procedure_administrative
Pourriez-vous me dire : J’aimerais savoir quand se déroule le cours de économie ?,emploi_du_temps
"Bonsoir, existe-t-il un minimum de crédits ou de moyenne par semestre ?",reglement
Pourriez-vous me dire : Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
J’aimerais savoir : Quels sont les prérequis pour le Master Psychologie ?,formation
J’aimerais savoir : Quelles sont les matières principalesen Informatique ?,formation
"Est-il possible de savoir où déposer mon dossier pour obtenir une convention de stage , merci d’avance ?",procedure_administrative
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
"Le VPN ne fonctionne pas, que puis-je faire ?",service_campus
"S'il vous plaît, J’aimerais savoir : Puis-je changer de majeure ou de spécialisation en cours d’année ?",formation
"Quels sont les prérequis pour le Licence Histoire , si possible ?",formation
Petite question : j’aimerais savoir : Quelle est la politique concernant le retards ?,reglement
"Bonsoir, Pourriez-vous me dire : Où puis-je imprimer mes documents sur le campus , c’est urgent ?",service_campus
Pourriez-vous me dire : Comment demander un report d’admission ?,procedure_administrative
"Pouvez-vous me donner l’emploi du temps du semestre de été pour algèbre avancée , pour la semaine prochaine ?",emploi_du_temps
J’aimerais savoir : Combien d’absences sont autorisées avant une sanction ?,reglement
J’aimerais savoir : Quelles sont les matières principales en Informatique ?,formation
Est-il possible de savoir que se passe-t-il en cas de triche à un examen ?,reglement
"Pardon, J’aimerais savoir : Où puis-je imprimer mes documents sur le campus , merci d’avance ?",service_campus
Quelles sont les UE obligatoires pour le Parcours Data Science ?,formation
"Pourriez-vous me dire : Quelles sont les matières principales en Lettres modernes , pour la semaine prochaine ?",formation
"Pardon, Pouvez-vous me donner l’emploi du temps du semestre de printemps pour littérature moderne ?",emploi_du_temps
"Le Wi-Fi ne fonctionne pas, que puis-je faire ?",service_campus
Pourriez-vous me dire : Où et à quelle heure est mon cours du jeudi à 16h30 ?,emploi_du_temps
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
J’aimerais savoir quand se déroule le cours de biologie cellulaire. ?,emploi_du_temps
Où consulter le code de conduite des étudiants ?,reglement
Où soumettre la demande de carte étudiante ?,procedure_administrative
Est-il possible de savoir quelle est la date limite pour la demande d’aide financière ?,procedure_administrative
Combien d’absences sont autorisées avant une sanction ?,reglement
J’aimerais savoir : Où déposer mon dossier pour renouveler ma carte étudiante ?,procedure_administrative
Quel est l’horaire du cours de économie avec le professeur Anderson ?,emploi_du_temps
Pourriez-vous me dire : Puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
"Le Wi-Fi ne fonctionne pas, que puis-je faire ?",service_campus
"Bonsoir, quelles sont les règles pour le retrait d’un cours , pour aujourd’hui ?",reglement
Pourriez-vous me dire : Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
Quels sont les horaires d’ouverture de la bureau des carrières ?,service_campus
Quels documents sont requis pour un changement de parcours ?,procedure_administrative
"J’aimerais savoir : Le portail étudiant ne fonctionne pas, que puis-je faire ?",service_campus
Existe-t-il un minimum de crédits ou de moyenne par semestre ?,reglement
"Excusez-moi, Où puis-je imprimer mes documents sur le campus ?! ?",service_campus
Où soumettre la demande de carte étudiante ?,procedure_administrative
Combien de crédits faut-il pour se spécialiser en Philosophie ?,formation
Où puis-je imprimer mes documents sur le campus ?,service_campus
"Bonjour, Y a-t-il un règlement spécifique pour les stages  ??",reglement
Y a-t-il un règlement spécifique pour les stages ?,reglement
"J’aimerais savoir : Comment me connecter au Wi-Fi de l’université , pour la semaine prochaine ?",service_campus
J’aimerais savoir : Quelle est la date limite pour l’abandon d’une UE ?,procedure_administrative
Où déposer mon dossier pour candidater pour la remise de diplôme ?,procedure_administrative
"Où soumettre la demande de carte étudiante , merci d’avance ?",procedure_administrative
"J’aimerais savoir : Le Wi-Fi ne fonctionne pas, que puis-je faire ?",service_campus
"Excusez-moi, Quand a lieu le prochain cours de littérature moderne , pour la semaine prochaine ?",emploi_du_temps
Combien d’absences sont autorisées avant une sanction ?,reglement
"Est-il possible de savoir où et à quelle heure est mon cours du mercredi à 8h30 , pour la semaine prochaine ?",emploi_du_temps
"Bonjour, j’aimerais savoir : Y a-t-il un règlement spécifique pour les stages  !?",reglement
"J’aimerais savoir : J’ai perdu mes clés, où se situe le bureau des objets trouvés ?",service_campus
Est-il possible de savoir où puis-je imprimer mes documents sur le campus ?,service_campus
"S'il vous plaît, quel est l’horaire du cours de littérature moderne avec le professeur Martin ?",emploi_du_temps
Comment me connecter au VPN de l’université ?,service_campus
Quelle est la politique concernant le absence aux cours ?,reglement
"Petite question : j’ai perdu mes clés, où se situe le bureau des objets trouvés … ?",service_campus
"Bonsoir, Pourriez-vous me dire : Comment réussir le prochain module de statistiques ?",formation
Est-il possible de savoir quelle est la date limite pour l’abandon d’une UE ?,procedure_administrative
Est-il possible de savoir comment demander un report d’admission ?,procedure_administrative
"Où et à quelle heure est mon cours du vendredi à 8h30 , pour la semaine prochaine ?",emploi_du_temps
Comment réussir le prochain module de statistiques ?,formation
Puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
Est-il possible de savoir puis-je changer de majeure ou de spécialisation en cours d’année ?,formation
"Pouvez-vous me donner l’emploi du temps du semestre de été pour droit public , si possible ?",emploi_du_temps
Est-il possible de savoir quelles sont les UE obligatoires pour le Licence Histoire ?,formation
Quels sont les prérequis pour le MBA Finance ?,formation
Petite question : où déposer mon dossier pour demander un relevé officiel  !?,procedure_administrative
"S'il vous plaît, Quels sont les horaires d’ouverture de la bureau des carrières ?",service_campus
"Puis-je changer de majeure ou de spécialisation en cours d’année , si possible ?",formation
Où et à quelle heure est mon cours du vendredi à 10h00 ?,emploi_du_temps
"Excusez-moi, J’aimerais savoir : Où déposer mon dossier pour renouveler ma carte étudiante ?",procedure_administrative
À quelle heure commencent les TD de psychologie cognitive ?,emploi_du_temps
"S'il vous plaît, Où et à quelle heure est mon cours du jeudi à 16h30 ?",emploi_du_temps
"J’ai perdu mes clés, où se situe le bureau des objets trouvé , pour la semaine prochaine ?",service_campus
Est-il possible de savoir combien de crédits faut-il pour se spécialiser en Psychologie ?,formation
"Pardon, à quelle heure commencent les TD de algèbre avancée ?",emploi_du_temps
J’aimerais savoir : Quels sont les horaires d’ouverture de la centre de santé ?,service_campus
Pourriez-vous m’indiquer le créneau de biologie cellulaire ?,emploi_du_temps
Existe-t-il un minimum de crédits ou de moyene par semestre ?,reglement
"Pardon, Est-il possible de savoir où déposer mon dossier pour candidater pour la remise de diplôme ?",procedure_administrative
Quand a lieu le prochain cours de chimiiie organique ?,emploi_du_temps
"Quelle est la politique concernant le retards , si possible … ?",reglement
Puis-je réserver une salle de travail ou un terrain de sport ?,service_campus
Quel est l’horaire du cours de économie avec le professeur Martin ?,emploi_du_temps
"Bonsoir, j’aimerais savoir : Comment me connecter au portail étudiant de l’université ?",service_campus
Quelles sont les règles pour le retrait d’un cours … ?,reglement
